,name,code,year-month,day,NO<sub>2,SO<sub>2,PM2.5,PM10,O<sub>3,CO
1112,Varketili,VRKT,2017-09,4,42.92,8.96,19.21,55.46,*,1.10
1113,Varketili,VRKT,2017-09,5,38.96,8.83,22.29,72.11,*,1.05
1114,Varketili,VRKT,2017-09,6,16.42,44.08,16.94,56.26,*,0.68
1115,Varketili,VRKT,2017-09,7,12.46,8.21,13.04,61.08,*,0.38
1116,Varketili,VRKT,2017-09,8,18.92,8.88,7.48,46.85,*,0.42
1117,Varketili,VRKT,2017-09,9,46.42,8.92,12.69,36.94,*,0.75
1118,Varketili,VRKT,2017-09,10,46.46,9.33,20.15,54.46,*,1.30
1119,Varketili,VRKT,2017-09,11,27.33,10.04,15.40,41.76,*,0.57
1120,Varketili,VRKT,2017-09,12,19.54,8.96,12.81,34.51,*,0.57
1121,Varketili,VRKT,2017-09,13,39.08,56.54,19.26,47.17,*,1.16
1122,Varketili,VRKT,2017-09,14,32.79,13.04,23.06,47.03,*,0.55
1123,Varketili,VRKT,2017-09,15,49.04,12.96,25.12,51.97,*,0.82
1124,Varketili,VRKT,2017-09,16,36.33,12.08,22.61,51.14,*,1.01
1125,Varketili,VRKT,2017-09,17,35.88,13.08,21.30,50.88,*,0.64
1126,Varketili,VRKT,2017-09,18,44.88,13.67,21.74,52.37,*,0.85
1127,Varketili,VRKT,2017-09,19,44.62,13.17,21.21,50.83,*,1.01
1128,Varketili,VRKT,2017-09,20,53.08,48.12,22.59,52.82,*,1.01
1129,Varketili,VRKT,2017-09,21,53.58,14.54,27.11,64.26,*,1.24
1130,Varketili,VRKT,2017-09,22,40.92,15.33,21.32,53.58,*,0.56
1131,Varketili,VRKT,2017-09,23,18.42,13.33,22.77,53.77,*,0.53
1132,Varketili,VRKT,2017-09,24,24.54,13.79,17.62,44.53,*,0.39
1133,Varketili,VRKT,2017-09,25,22.75,13.00,18.68,53.06,*,0.40
1134,Varketili,VRKT,2017-09,26,19.04,10.92,20.64,62.47,*,0.39
1135,Varketili,VRKT,2017-09,27,16.79,43.25,15.81,43.93,*,0.51
1136,Varketili,VRKT,2017-09,28,20.75,7.83,9.66,19.57,*,0.35
1137,Varketili,VRKT,2017-09,29,24.33,7.54,5.21,11.23,*,0.34
1138,Varketili,VRKT,2017-09,30,29.12,9.00,9.86,21.37,*,0.42
1170,LadoAsatianistreet,KUTS,2017-10,1,*,*,9.14,23.03,*,*
1171,LadoAsatianistreet,KUTS,2017-10,2,*,*,15.08,31.93,*,*
1172,LadoAsatianistreet,KUTS,2017-10,3,*,*,10.23,19.43,*,*
1173,LadoAsatianistreet,KUTS,2017-10,4,*,*,11.30,26.60,*,*
1174,LadoAsatianistreet,KUTS,2017-10,5,*,*,9.38,37.06,*,*
1175,LadoAsatianistreet,KUTS,2017-10,6,*,*,7.69,28.18,*,*
1176,LadoAsatianistreet,KUTS,2017-10,7,*,*,11.28,33.16,*,*
1177,LadoAsatianistreet,KUTS,2017-10,8,*,*,17.18,40.81,*,*
1178,LadoAsatianistreet,KUTS,2017-10,9,*,*,15.18,40.77,*,*
1179,LadoAsatianistreet,KUTS,2017-10,10,*,*,12.51,28.59,*,*
1180,LadoAsatianistreet,KUTS,2017-10,11,*,*,6.56,11.79,*,*
1181,LadoAsatianistreet,KUTS,2017-10,12,*,*,12.55,26.92,*,*
1182,LadoAsatianistreet,KUTS,2017-10,13,*,*,13.87,31.47,*,*
1183,LadoAsatianistreet,KUTS,2017-10,14,*,*,14.19,43.47,*,*
1184,LadoAsatianistreet,KUTS,2017-10,15,*,*,10.79,25.83,*,*
1185,LadoAsatianistreet,KUTS,2017-10,16,*,*,5.53,8.82,*,*
1186,LadoAsatianistreet,KUTS,2017-10,17,*,*,6.39,13.31,*,*
1187,LadoAsatianistreet,KUTS,2017-10,18,*,*,9.08,18.36,*,*
1188,LadoAsatianistreet,KUTS,2017-10,19,*,*,18.34,51.22,*,*
1189,LadoAsatianistreet,KUTS,2017-10,20,*,*,20.57,54.71,*,*
1190,LadoAsatianistreet,KUTS,2017-10,21,*,*,22.29,58.29,*,*
1191,LadoAsatianistreet,KUTS,2017-10,22,*,*,21.10,50.91,*,*
1192,LadoAsatianistreet,KUTS,2017-10,23,*,*,20.53,42.71,*,*
1193,LadoAsatianistreet,KUTS,2017-10,24,*,*,20.37,48.32,*,*
1194,LadoAsatianistreet,KUTS,2017-10,25,*,*,19.44,48.66,*,*
1195,LadoAsatianistreet,KUTS,2017-10,26,*,*,32.80,84.08,*,*
1196,LadoAsatianistreet,KUTS,2017-10,27,*,*,24.79,54.36,*,*
1197,LadoAsatianistreet,KUTS,2017-10,28,*,*,16.12,40.81,*,*
1198,LadoAsatianistreet,KUTS,2017-10,29,*,*,13.73,35.99,*,*
1199,AkakiTsereteliave.105,TSRT,2017-10,1,52.25,18.25,*,*,12.75,1.05
1200,AkakiTsereteliave.105,TSRT,2017-10,2,63.88,56.58,*,*,7.88,3.05
1201,AkakiTsereteliave.105,TSRT,2017-10,3,49.08,19.04,*,*,31.62,2.50
1202,AkakiTsereteliave.105,TSRT,2017-10,4,42.50,14.42,14.52,35.07,23.88,1.25
1203,AkakiTsereteliave.105,TSRT,2017-10,5,35.92,13.42,12.64,29.54,34.88,0.91
1204,AkakiTsereteliave.105,TSRT,2017-10,6,49.96,20.17,17.37,47.69,31.50,1.01
1205,AkakiTsereteliave.105,TSRT,2017-10,7,56.25,23.50,22.52,57.46,42.50,1.26
1206,AkakiTsereteliave.105,TSRT,2017-10,8,61.17,28.29,28.87,67.58,49.25,1.99
1207,AkakiTsereteliave.105,TSRT,2017-10,9,64.17,73.46,29.76,74.71,29.75,2.10
1208,AkakiTsereteliave.105,TSRT,2017-10,10,58.83,32.92,24.42,62.11,44.12,1.64
1209,AkakiTsereteliave.105,TSRT,2017-10,11,59.71,25.71,17.72,36.80,30.50,1.59
1210,AkakiTsereteliave.105,TSRT,2017-10,12,52.67,27.12,16.42,46.45,33.88,1.68
1211,AkakiTsereteliave.105,TSRT,2017-10,13,65.50,31.33,17.56,48.15,34.38,2.08
1212,AkakiTsereteliave.105,TSRT,2017-10,14,57.83,30.12,25.71,67.47,34.38,2.20
1213,AkakiTsereteliave.105,TSRT,2017-10,15,44.96,23.33,16.02,46.14,54.62,0.94
1214,AkakiTsereteliave.105,TSRT,2017-10,24,54.92,23.88,26.24,56.52,31.88,1.94
1215,AkakiTsereteliave.105,TSRT,2017-10,25,62.67,24.04,29.20,62.41,19.38,2.01
1216,AkakiTsereteliave.105,TSRT,2017-10,26,64.83,31.71,47.98,109.61,19.12,2.83
1217,AkakiTsereteliave.105,TSRT,2017-10,27,56.50,26.21,32.80,86.60,38.38,1.29
1218,AkakiTsereteliave.105,TSRT,2017-10,28,56.08,25.50,20.83,47.60,21.62,1.23
1219,AkakiTsereteliave.105,TSRT,2017-10,29,66.33,26.75,31.20,61.64,14.00,1.69
1220,AkakiTsereteliave.105,TSRT,2017-10,30,78.08,59.29,37.59,79.59,21.12,3.31
1221,AkakiTsereteliave.105,TSRT,2017-10,31,49.17,14.50,23.00,60.64,51.12,1.44
1222,Varketili,VRKT,2017-10,1,40.21,9.21,11.75,25.54,*,0.89
1223,Varketili,VRKT,2017-10,2,31.71,9.88,13.43,25.76,*,0.89
1224,Varketili,VRKT,2017-10,3,24.46,8.96,9.04,15.12,*,0.45
1225,Varketili,VRKT,2017-10,4,23.38,41.12,6.70,13.45,*,0.56
1226,Varketili,VRKT,2017-10,5,27.50,6.42,8.39,17.00,*,0.62
1227,Varketili,VRKT,2017-10,6,42.25,9.71,16.85,38.62,*,0.93
1228,Varketili,VRKT,2017-10,7,46.54,10.96,21.37,50.24,*,1.20
1229,Varketili,VRKT,2017-10,8,46.33,12.71,27.19,58.05,*,1.65
1230,Varketili,VRKT,2017-10,9,32.54,14.83,22.78,50.96,*,1.45
1231,Varketili,VRKT,2017-10,10,27.92,13.38,13.81,30.15,*,0.49
1232,Varketili,VRKT,2017-10,11,17.46,46.92,7.15,12.94,*,0.66
1233,Varketili,VRKT,2017-10,12,21.29,12.92,7.18,13.77,*,0.38
1234,Varketili,VRKT,2017-10,13,20.96,15.12,7.33,14.76,*,0.40
1235,Varketili,VRKT,2017-10,14,34.50,12.71,11.12,21.95,*,0.57
1236,Varketili,VRKT,2017-10,15,12.08,10.71,10.18,19.57,*,0.29
1237,Varketili,VRKT,2017-10,16,19.58,9.46,4.64,9.53,*,0.40
1238,Varketili,VRKT,2017-10,17,9.42,8.08,5.68,12.79,*,0.29
1239,Varketili,VRKT,2017-10,18,22.42,46.71,6.40,14.10,*,1.02
1240,Varketili,VRKT,2017-10,19,48.12,11.33,18.65,37.11,*,1.50
1241,Varketili,VRKT,2017-10,20,39.71,13.17,25.39,48.01,*,1.34
1242,Varketili,VRKT,2017-10,21,45.12,12.25,29.29,54.38,*,1.66
1243,Varketili,VRKT,2017-10,22,28.21,13.71,27.85,49.07,*,1.34
1244,Varketili,VRKT,2017-10,23,29.88,13.25,13.64,24.02,*,0.97
1245,Varketili,VRKT,2017-10,24,33.67,9.33,19.34,35.34,*,1.24
1246,Varketili,VRKT,2017-10,25,48.92,45.08,24.57,43.62,*,1.75
1247,Varketili,VRKT,2017-10,26,40.83,15.38,36.64,68.17,*,2.26
1248,Varketili,VRKT,2017-10,27,16.50,13.71,23.72,46.82,*,0.34
1249,Varketili,VRKT,2017-10,28,35.21,8.42,12.22,22.94,*,0.78
1250,Varketili,VRKT,2017-10,29,48.17,12.46,27.38,49.53,*,1.00
1251,Varketili,VRKT,2017-10,30,60.29,13.12,25.52,49.74,*,1.70
1252,Varketili,VRKT,2017-10,31,11.92,9.92,15.55,34.06,*,0.60
1283,LadoAsatianistreet,KUTS,2017-11,1,*,*,9.02,11.99,*,*
1284,LadoAsatianistreet,KUTS,2017-11,2,*,*,10.89,20.28,*,*
1285,LadoAsatianistreet,KUTS,2017-11,3,*,*,15.87,52.25,*,*
1286,LadoAsatianistreet,KUTS,2017-11,4,*,*,20.31,63.82,*,*
1287,LadoAsatianistreet,KUTS,2017-11,5,*,*,23.59,57.80,*,*
1288,LadoAsatianistreet,KUTS,2017-11,6,*,*,25.15,70.79,*,*
1289,LadoAsatianistreet,KUTS,2017-11,7,*,*,26.64,64.55,*,*
1290,LadoAsatianistreet,KUTS,2017-11,8,*,*,25.75,50.87,*,*
1291,LadoAsatianistreet,KUTS,2017-11,9,*,*,19.89,39.89,*,*
1292,LadoAsatianistreet,KUTS,2017-11,10,*,*,28.79,56.52,*,*
1293,LadoAsatianistreet,KUTS,2017-11,11,*,*,25.70,54.57,*,*
1294,LadoAsatianistreet,KUTS,2017-11,12,*,*,27.09,76.78,*,*
1295,LadoAsatianistreet,KUTS,2017-11,13,*,*,24.35,71.26,*,*
1296,LadoAsatianistreet,KUTS,2017-11,14,*,*,25.99,73.08,*,*
1297,LadoAsatianistreet,KUTS,2017-11,15,*,*,22.99,63.21,*,*
1298,LadoAsatianistreet,KUTS,2017-11,16,*,*,40.46,79.95,*,*
1299,LadoAsatianistreet,KUTS,2017-11,17,*,*,40.54,80.77,*,*
1300,LadoAsatianistreet,KUTS,2017-11,18,*,*,30.83,73.84,*,*
1301,LadoAsatianistreet,KUTS,2017-11,19,*,*,20.40,45.26,*,*
1302,LadoAsatianistreet,KUTS,2017-11,20,*,*,29.39,59.39,*,*
1303,LadoAsatianistreet,KUTS,2017-11,21,*,*,27.32,61.50,*,*
1304,LadoAsatianistreet,KUTS,2017-11,22,*,*,11.25,29.99,*,*
1305,LadoAsatianistreet,KUTS,2017-11,23,*,*,7.82,16.12,*,*
1306,LadoAsatianistreet,KUTS,2017-11,24,*,*,13.67,16.57,*,*
1307,LadoAsatianistreet,KUTS,2017-11,25,*,*,20.35,25.15,*,*
1308,LadoAsatianistreet,KUTS,2017-11,26,*,*,23.76,52.90,*,*
1309,LadoAsatianistreet,KUTS,2017-11,27,*,*,21.20,59.88,*,*
1310,LadoAsatianistreet,KUTS,2017-11,28,*,*,30.71,75.23,*,*
1311,LadoAsatianistreet,KUTS,2017-11,29,*,*,25.73,70.90,*,*
1312,LadoAsatianistreet,KUTS,2017-11,30,*,*,24.22,41.65,*,*
1313,AkakiTsereteliave.105,TSRT,2017-11,1,55.00,16.12,13.15,32.69,44.38,1.81
1314,AkakiTsereteliave.105,TSRT,2017-11,2,63.29,14.54,15.22,36.43,46.50,1.91
1315,AkakiTsereteliave.105,TSRT,2017-11,3,77.46,17.79,23.49,50.34,16.75,2.75
1316,AkakiTsereteliave.105,TSRT,2017-11,4,80.50,20.75,41.35,80.78,10.38,3.09
1317,AkakiTsereteliave.105,TSRT,2017-11,5,75.62,25.96,42.12,81.31,19.50,3.04
1318,AkakiTsereteliave.105,TSRT,2017-11,8,56.67,18.67,*,*,2.88,1.99
1319,AkakiTsereteliave.105,TSRT,2017-11,9,62.21,18.25,*,*,1.25,2.33
1320,AkakiTsereteliave.105,TSRT,2017-11,10,52.83,18.62,*,*,7.12,1.89
1321,AkakiTsereteliave.105,TSRT,2017-11,11,41.29,18.12,26.92,69.95,9.62,1.49
1322,AkakiTsereteliave.105,TSRT,2017-11,12,49.38,20.50,29.32,74.38,16.50,2.76
1323,AkakiTsereteliave.105,TSRT,2017-11,13,61.83,56.25,43.22,103.22,17.75,3.25
1324,AkakiTsereteliave.105,TSRT,2017-11,14,51.33,20.38,40.66,90.16,18.12,2.85
1325,AkakiTsereteliave.105,TSRT,2017-11,15,55.92,21.04,39.22,82.29,15.25,1.91
1326,AkakiTsereteliave.105,TSRT,2017-11,16,65.42,20.92,33.02,85.85,22.62,2.14
1327,AkakiTsereteliave.105,TSRT,2017-11,17,49.88,32.21,41.69,90.46,27.25,2.38
1328,AkakiTsereteliave.105,TSRT,2017-11,18,43.92,48.00,36.26,63.73,31.88,1.21
1329,AkakiTsereteliave.105,TSRT,2017-11,19,59.83,44.67,39.09,71.70,10.00,2.64
1330,AkakiTsereteliave.105,TSRT,2017-11,20,70.25,86.08,65.29,108.92,4.62,3.04
1331,AkakiTsereteliave.105,TSRT,2017-11,21,76.62,58.96,61.75,121.77,3.00,3.70
1332,AkakiTsereteliave.105,TSRT,2017-11,22,33.83,43.67,48.70,105.00,36.12,3.88
1333,AkakiTsereteliave.105,TSRT,2017-11,23,42.29,30.58,16.27,28.56,40.38,1.16
1334,AkakiTsereteliave.105,TSRT,2017-11,24,56.38,25.58,19.16,31.01,26.75,1.50
1335,AkakiTsereteliave.105,TSRT,2017-11,25,58.25,27.96,18.43,38.78,30.88,1.59
1336,AkakiTsereteliave.105,TSRT,2017-11,26,63.42,26.71,23.00,44.78,21.62,1.95
1337,AkakiTsereteliave.105,TSRT,2017-11,27,64.79,65.67,33.41,57.94,16.00,2.25
1338,AkakiTsereteliave.105,TSRT,2017-11,28,59.67,31.75,32.59,54.78,21.75,1.91
1339,AkakiTsereteliave.105,TSRT,2017-11,29,54.92,33.17,47.78,71.28,18.75,1.75
1340,AkakiTsereteliave.105,TSRT,2017-11,30,64.29,38.83,39.99,60.78,20.50,1.73
1341,Varketili,VRKT,2017-11,1,12.96,42.58,4.83,8.93,*,0.45
1342,Varketili,VRKT,2017-11,2,18.79,6.71,4.55,8.90,*,0.41
1343,Varketili,VRKT,2017-11,3,40.54,7.62,8.02,14.82,*,1.19
1344,Varketili,VRKT,2017-11,4,56.62,8.46,20.53,37.36,*,1.43
1345,Varketili,VRKT,2017-11,5,42.39,12.57,25.74,44.50,*,1.35
1346,Varketili,VRKT,2017-11,6,63.73,9.45,37.50,63.77,*,1.46
1347,Varketili,VRKT,2017-11,8,39.88,45.79,*,*,*,1.19
1348,Varketili,VRKT,2017-11,9,47.33,9.38,40.49,59.38,*,0.89
1349,Varketili,VRKT,2017-11,10,30.25,9.46,15.19,23.07,*,0.76
1350,Varketili,VRKT,2017-11,11,34.50,9.12,24.37,44.74,*,1.01
1351,Varketili,VRKT,2017-11,12,36.67,13.04,23.59,51.59,*,1.29
1352,Varketili,VRKT,2017-11,13,42.83,13.25,26.54,61.38,*,1.59
1353,Varketili,VRKT,2017-11,14,45.00,9.46,32.27,64.02,*,1.52
1354,Varketili,VRKT,2017-11,15,30.38,48.04,39.89,70.70,*,1.21
1355,Varketili,VRKT,2017-11,16,41.88,14.12,26.02,49.69,*,1.25
1356,Varketili,VRKT,2017-11,17,34.88,11.33,44.60,81.73,*,1.38
1357,Varketili,VRKT,2017-11,18,37.21,9.88,44.08,71.41,*,1.45
1358,Varketili,VRKT,2017-11,19,46.29,10.71,39.02,69.11,*,1.94
1359,Varketili,VRKT,2017-11,20,55.08,12.62,43.16,74.84,*,2.26
1360,Varketili,VRKT,2017-11,21,66.58,14.67,39.55,73.83,*,2.15
1361,Varketili,VRKT,2017-11,22,14.50,45.00,34.88,69.85,*,2.30
1362,Varketili,VRKT,2017-11,23,22.00,7.46,6.67,11.70,*,0.49
1363,Varketili,VRKT,2017-11,24,23.92,5.71,8.22,13.17,*,0.42
1364,Varketili,VRKT,2017-11,25,21.17,5.67,7.97,13.75,*,0.40
1365,Varketili,VRKT,2017-11,26,37.17,6.38,10.23,16.56,*,1.14
1366,Varketili,VRKT,2017-11,27,37.71,7.25,23.58,35.67,*,1.20
1367,Varketili,VRKT,2017-11,28,47.33,6.96,27.31,39.50,*,0.89
1368,Varketili,VRKT,2017-11,29,46.21,40.79,49.59,71.49,*,1.04
1369,Varketili,VRKT,2017-11,30,29.79,10.00,38.77,54.26,*,1.14
1432,LadoAsatianistreet,KUTS,2017-12,1,*,*,28.00,52.34,*,*
1433,LadoAsatianistreet,KUTS,2017-12,2,*,*,16.43,44.86,*,*
1434,LadoAsatianistreet,KUTS,2017-12,3,*,*,19.73,40.00,*,*
1435,LadoAsatianistreet,KUTS,2017-12,4,*,*,20.22,39.02,*,*
1436,LadoAsatianistreet,KUTS,2017-12,5,*,*,29.43,61.66,*,*
1437,LadoAsatianistreet,KUTS,2017-12,6,*,*,42.65,75.90,*,*
1438,LadoAsatianistreet,KUTS,2017-12,7,*,*,11.32,23.08,*,*
1439,LadoAsatianistreet,KUTS,2017-12,8,*,*,16.48,23.24,*,*
1440,LadoAsatianistreet,KUTS,2017-12,9,*,*,13.50,22.56,*,*
1441,LadoAsatianistreet,KUTS,2017-12,10,*,*,20.40,53.74,*,*
1442,LadoAsatianistreet,KUTS,2017-12,11,*,*,24.27,49.25,*,*
1443,LadoAsatianistreet,KUTS,2017-12,12,*,*,22.52,40.29,*,*
1444,LadoAsatianistreet,KUTS,2017-12,13,*,*,25.41,69.48,*,*
1445,LadoAsatianistreet,KUTS,2017-12,14,*,*,26.44,62.27,*,*
1446,LadoAsatianistreet,KUTS,2017-12,15,*,*,32.57,64.36,*,*
1447,LadoAsatianistreet,KUTS,2017-12,16,*,*,50.73,96.90,*,*
1448,LadoAsatianistreet,KUTS,2017-12,17,*,*,22.02,58.43,*,*
1449,LadoAsatianistreet,KUTS,2017-12,18,*,*,28.41,60.69,*,*
1450,LadoAsatianistreet,KUTS,2017-12,19,*,*,40.29,89.62,*,*
1451,LadoAsatianistreet,KUTS,2017-12,20,*,*,34.62,67.26,*,*
1452,LadoAsatianistreet,KUTS,2017-12,21,*,*,46.44,70.96,*,*
1453,LadoAsatianistreet,KUTS,2017-12,22,*,*,34.20,54.41,*,*
1454,LadoAsatianistreet,KUTS,2017-12,23,*,*,18.26,22.79,*,*
1455,LadoAsatianistreet,KUTS,2017-12,24,*,*,8.62,11.15,*,*
1456,LadoAsatianistreet,KUTS,2017-12,25,*,*,13.12,15.22,*,*
1457,LadoAsatianistreet,KUTS,2017-12,26,*,*,12.23,16.17,*,*
1458,LadoAsatianistreet,KUTS,2017-12,27,*,*,16.04,40.30,*,*
1459,LadoAsatianistreet,KUTS,2017-12,28,*,*,13.44,53.92,*,*
1460,LadoAsatianistreet,KUTS,2017-12,29,*,*,21.65,67.49,*,*
1461,LadoAsatianistreet,KUTS,2017-12,30,*,*,25.22,80.23,*,*
1462,LadoAsatianistreet,KUTS,2017-12,31,*,*,27.52,65.78,*,*
1463,AkakiTsereteliave.105,TSRT,2017-12,1,57.67,38.58,33.00,60.76,8.75,1.86
1464,AkakiTsereteliave.105,TSRT,2017-12,2,48.46,38.29,56.92,83.84,10.00,0.96
1465,AkakiTsereteliave.105,TSRT,2017-12,3,58.88,36.79,41.31,59.33,14.12,1.46
1466,AkakiTsereteliave.105,TSRT,2017-12,4,57.75,74.21,32.66,51.86,16.12,1.66
1467,AkakiTsereteliave.105,TSRT,2017-12,5,68.54,42.00,59.78,95.13,5.50,2.77
1468,AkakiTsereteliave.105,TSRT,2017-12,6,50.92,38.08,65.71,104.08,31.25,3.19
1469,AkakiTsereteliave.105,TSRT,2017-12,7,42.08,26.67,13.97,32.74,53.00,1.19
1470,AkakiTsereteliave.105,TSRT,2017-12,8,55.62,25.21,17.32,32.25,24.00,2.20
1471,AkakiTsereteliave.105,TSRT,2017-12,9,36.62,33.00,13.83,28.38,40.88,0.97
1472,AkakiTsereteliave.105,TSRT,2017-12,10,39.25,27.58,19.33,35.45,30.12,1.90
1473,AkakiTsereteliave.105,TSRT,2017-12,11,62.62,64.79,39.28,75.26,22.25,2.34
1474,AkakiTsereteliave.105,TSRT,2017-12,12,68.75,34.25,25.14,56.15,30.38,2.42
1475,AkakiTsereteliave.105,TSRT,2017-12,13,67.79,33.62,50.10,92.41,8.25,2.77
1476,AkakiTsereteliave.105,TSRT,2017-12,14,61.50,28.12,54.06,91.45,11.38,2.12
1477,AkakiTsereteliave.105,TSRT,2017-12,15,62.62,29.08,42.76,68.86,20.25,1.52
1478,AkakiTsereteliave.105,TSRT,2017-12,16,64.00,26.92,*,*,11.38,2.17
1479,AkakiTsereteliave.105,TSRT,2017-12,17,68.08,31.04,*,*,9.00,2.95
1480,AkakiTsereteliave.105,TSRT,2017-12,18,70.21,70.21,*,*,11.50,2.65
1481,AkakiTsereteliave.105,TSRT,2017-12,19,65.38,38.62,*,*,7.88,3.42
1482,AkakiTsereteliave.105,TSRT,2017-12,20,62.33,39.50,38.82,75.82,4.38,1.81
1483,AkakiTsereteliave.105,TSRT,2017-12,21,59.38,41.00,62.96,95.01,3.50,2.34
1484,AkakiTsereteliave.105,TSRT,2017-12,22,48.79,38.42,44.23,76.32,12.88,2.14
1485,AkakiTsereteliave.105,TSRT,2017-12,23,47.54,33.25,20.89,40.99,14.75,1.40
1486,AkakiTsereteliave.105,TSRT,2017-12,24,39.88,29.17,19.61,31.68,31.88,1.45
1487,AkakiTsereteliave.105,TSRT,2017-12,25,45.88,61.42,11.06,31.16,45.25,1.27
1488,AkakiTsereteliave.105,TSRT,2017-12,26,47.08,32.71,12.43,33.72,47.00,1.61
1489,AkakiTsereteliave.105,TSRT,2017-12,27,66.54,32.42,27.62,57.11,11.25,2.46
1490,AkakiTsereteliave.105,TSRT,2017-12,28,75.25,34.21,46.20,87.38,2.88,2.73
1491,AkakiTsereteliave.105,TSRT,2017-12,29,82.50,35.71,57.73,108.74,5.50,3.01
1492,AkakiTsereteliave.105,TSRT,2017-12,30,78.25,39.58,52.09,101.08,4.12,3.17
1493,AkakiTsereteliave.105,TSRT,2017-12,31,63.29,38.54,51.80,83.44,4.25,2.06
1494,Varketili,VRKT,2017-12,1,41.25,7.38,27.75,43.27,*,0.93
1495,Varketili,VRKT,2017-12,2,33.50,7.08,69.05,103.81,*,0.93
1496,Varketili,VRKT,2017-12,3,38.29,7.50,54.22,76.32,*,0.70
1497,Varketili,VRKT,2017-12,4,46.00,10.08,37.90,55.67,*,1.30
1498,Varketili,VRKT,2017-12,5,53.38,13.04,64.88,95.45,*,1.88
1499,Varketili,VRKT,2017-12,6,25.54,47.62,52.19,73.49,*,1.32
1500,Varketili,VRKT,2017-12,7,16.75,8.62,10.02,17.35,*,0.41
1501,Varketili,VRKT,2017-12,8,17.71,7.67,6.36,11.83,*,0.42
1502,Varketili,VRKT,2017-12,9,20.92,9.21,6.35,11.72,*,0.46
1503,Varketili,VRKT,2017-12,10,29.42,8.88,20.65,31.32,*,0.64
1504,Varketili,VRKT,2017-12,11,25.88,8.88,24.08,35.83,*,0.66
1505,Varketili,VRKT,2017-12,12,46.21,10.12,11.91,23.32,*,2.09
1506,Varketili,VRKT,2017-12,13,51.96,44.38,42.73,76.14,*,2.55
1507,Varketili,VRKT,2017-12,14,43.08,7.17,57.04,79.60,*,0.96
1508,Varketili,VRKT,2017-12,15,40.62,8.50,57.91,81.49,*,1.50
1509,Varketili,VRKT,2017-12,16,56.12,9.54,50.02,73.21,*,2.35
1510,Varketili,VRKT,2017-12,17,53.67,10.50,58.52,92.41,*,3.05
1511,Varketili,VRKT,2017-12,18,52.67,11.04,*,*,*,1.02
1512,Varketili,VRKT,2017-12,19,37.38,12.29,*,*,*,1.00
1513,Varketili,VRKT,2017-12,20,36.33,45.58,*,*,*,0.95
1514,Varketili,VRKT,2017-12,21,40.92,11.17,*,*,*,1.41
1515,Varketili,VRKT,2017-12,22,26.04,9.83,33.19,45.56,*,0.65
1516,Varketili,VRKT,2017-12,23,30.33,7.79,15.57,22.24,*,0.85
1517,Varketili,VRKT,2017-12,24,15.96,8.67,14.88,20.74,*,0.82
1518,Varketili,VRKT,2017-12,25,12.75,7.83,4.77,9.91,*,0.33
1519,Varketili,VRKT,2017-12,26,19.29,10.92,3.96,8.86,*,0.45
1520,Varketili,VRKT,2017-12,27,42.46,43.92,17.84,30.12,*,2.05
1521,Varketili,VRKT,2017-12,28,46.67,10.33,32.55,55.61,*,2.08
1522,Varketili,VRKT,2017-12,29,40.29,11.21,24.19,34.44,*,0.82
1523,Varketili,VRKT,2017-12,30,50.67,10.92,23.28,34.04,*,1.05
1524,Varketili,VRKT,2017-12,31,49.38,9.88,37.10,52.90,*,1.27
